Date,Description,Amount
05/12/2026,VENDOR 4271 PAYMENT,-120.99
05/13/2026,VENDOR 4272 PAYMENT,-37.99
05/14/2026,VENDOR 4273 PAYMENT,-293.99
05/15/2026,VENDOR 4274 PAYMENT,-49.99
05/16/2026,VENDOR 4275 PAYMENT,-494.99
05/17/2026,VENDOR 4276 PAYMENT,-496.99
05/18/2026,VENDOR 4277 PAYMENT,-155.99
05/19/2026,VENDOR 4278 PAYMENT,-81.99
05/20/2026,VENDOR 4279 PAYMENT,-380.99
05/21/2026,VENDOR 4280 PAYMENT,-394.99
05/22/2026,VENDOR 4281 PAYMENT,-131.99
05/23/2026,VENDOR 4282 PAYMENT,-95.99
05/24/2026,VENDOR 4283 PAYMENT,-354.99
05/25/2026,VENDOR 4284 PAYMENT,-448.99
05/26/2026,VENDOR 4285 PAYMENT,-431.99
05/27/2026,VENDOR 4286 PAYMENT,-434.99
05/28/2026,VENDOR 4287 PAYMENT,-270.99
05/29/2026,VENDOR 4288 PAYMENT,-59.99
05/30/2026,VENDOR 4289 PAYMENT,-398.99
05/31/2026,VENDOR 4290 PAYMENT,-117.99
06/01/2026,VENDOR 4291 PAYMENT,-363.99
06/02/2026,VENDOR 4292 PAYMENT,-73.99
06/03/2026,VENDOR 4293 PAYMENT,-402.99
06/04/2026,VENDOR 4294 PAYMENT,-102.99
06/05/2026,VENDOR 4295 PAYMENT,-400.99
06/06/2026,VENDOR 4296 PAYMENT,-328.99
06/07/2026,VENDOR 4297 PAYMENT,-75.99
06/08/2026,VENDOR 4298 PAYMENT,-247.99
06/09/2026,VENDOR 4299 PAYMENT,-120.99
06/10/2026,VENDOR 4300 PAYMENT,-288.99
06/11/2026,VENDOR 4301 PAYMENT,-176.99
06/12/2026,VENDOR 4302 PAYMENT,-155.99
06/13/2026,VENDOR 4303 PAYMENT,-47.99
06/14/2026,VENDOR 4304 PAYMENT,-96.99
06/15/2026,VENDOR 4305 PAYMENT,-107.99
06/16/2026,VENDOR 4306 PAYMENT,-411.99
06/17/2026,VENDOR 4307 PAYMENT,-221.99
06/18/2026,VENDOR 4308 PAYMENT,-5.99
06/19/2026,VENDOR 4309 PAYMENT,-252.99
06/20/2026,VENDOR 4310 PAYMENT,-210.99
06/21/2026,VENDOR 4311 PAYMENT,-333.99
06/22/2026,VENDOR 4312 PAYMENT,-201.99
06/23/2026,VENDOR 4313 PAYMENT,-192.99
06/24/2026,VENDOR 4314 PAYMENT,-234.99
06/25/2026,VENDOR 4315 PAYMENT,-331.99
06/26/2026,VENDOR 4316 PAYMENT,-190.99
06/27/2026,VENDOR 4317 PAYMENT,-172.99
06/28/2026,VENDOR 4318 PAYMENT,-224.99
06/29/2026,VENDOR 4319 PAYMENT,-275.99
01/01/2026,VENDOR 4320 PAYMENT,-214.99
01/02/2026,VENDOR 4321 PAYMENT,-56.99
01/03/2026,VENDOR 4322 PAYMENT,-63.99
01/04/2026,VENDOR 4323 PAYMENT,-418.99
01/05/2026,VENDOR 4324 PAYMENT,-282.99
01/06/2026,VENDOR 4325 PAYMENT,-214.99
01/07/2026,VENDOR 4326 PAYMENT,-337.99
01/08/2026,VENDOR 4327 PAYMENT,-139.99
01/09/2026,VENDOR 4328 PAYMENT,-159.99
01/10/2026,VENDOR 4329 PAYMENT,-68.99
01/11/2026,VENDOR 4330 PAYMENT,-225.99
01/12/2026,VENDOR 4331 PAYMENT,-366.99
01/13/2026,VENDOR 4332 PAYMENT,-461.99
01/14/2026,VENDOR 4333 PAYMENT,-145.99
01/15/2026,VENDOR 4334 PAYMENT,-473.99
01/16/2026,VENDOR 4335 PAYMENT,-205.99
01/17/2026,VENDOR 4336 PAYMENT,-339.99
01/18/2026,VENDOR 4337 PAYMENT,-45.99
01/19/2026,VENDOR 4338 PAYMENT,-423.99
01/20/2026,VENDOR 4339 PAYMENT,-14.99
01/21/2026,VENDOR 4340 PAYMENT,-126.99
01/22/2026,VENDOR 4341 PAYMENT,-267.99
01/23/2026,VENDOR 4342 PAYMENT,-188.99
01/24/2026,VENDOR 4343 PAYMENT,-269.99
01/25/2026,VENDOR 4344 PAYMENT,-476.99
01/26/2026,VENDOR 4345 PAYMENT,-281.99
01/27/2026,VENDOR 4346 PAYMENT,-232.99
01/28/2026,VENDOR 4347 PAYMENT,-209.99
01/29/2026,VENDOR 4348 PAYMENT,-389.99
01/30/2026,VENDOR 4349 PAYMENT,-498.99
01/31/2026,VENDOR 4350 PAYMENT,-416.99
02/01/2026,VENDOR 4351 PAYMENT,-298.99
02/02/2026,VENDOR 4352 PAYMENT,-267.99
02/03/2026,VENDOR 4353 PAYMENT,-443.99
02/04/2026,VENDOR 4354 PAYMENT,-233.99
02/05/2026,VENDOR 4355 PAYMENT,-90.99
02/06/2026,VENDOR 4356 PAYMENT,-376.99
02/07/2026,VENDOR 4357 PAYMENT,-260.99
02/08/2026,VENDOR 4358 PAYMENT,-483.99
02/09/2026,VENDOR 4359 PAYMENT,-316.99
02/10/2026,VENDOR 4360 PAYMENT,-435.99
02/11/2026,VENDOR 4361 PAYMENT,-81.99
02/12/2026,VENDOR 4362 PAYMENT,-425.99
02/13/2026,VENDOR 4363 PAYMENT,-498.99
02/14/2026,VENDOR 4364 PAYMENT,-469.99
02/15/2026,VENDOR 4365 PAYMENT,-215.99
02/16/2026,VENDOR 4366 PAYMENT,-24.99
02/17/2026,VENDOR 4367 PAYMENT,-242.99
02/18/2026,VENDOR 4368 PAYMENT,-290.99
02/19/2026,VENDOR 4369 PAYMENT,-175.99
02/20/2026,VENDOR 4370 PAYMENT,-14.99
02/21/2026,VENDOR 4371 PAYMENT,-417.99
02/22/2026,VENDOR 4372 PAYMENT,-146.99
02/23/2026,VENDOR 4373 PAYMENT,-189.99
02/24/2026,VENDOR 4374 PAYMENT,-469.99
02/25/2026,VENDOR 4375 PAYMENT,-472.99
02/26/2026,VENDOR 4376 PAYMENT,-345.99
02/27/2026,VENDOR 4377 PAYMENT,-68.99
02/28/2026,VENDOR 4378 PAYMENT,-2.99
03/01/2026,VENDOR 4379 PAYMENT,-296.99
03/02/2026,VENDOR 4380 PAYMENT,-115.99
03/03/2026,VENDOR 4381 PAYMENT,-487.99
03/04/2026,VENDOR 4382 PAYMENT,-48.99
03/05/2026,VENDOR 4383 PAYMENT,-294.99
03/06/2026,VENDOR 4384 PAYMENT,-405.99
03/07/2026,VENDOR 4385 PAYMENT,-314.99
03/08/2026,VENDOR 4386 PAYMENT,-406.99
03/09/2026,VENDOR 4387 PAYMENT,-226.99
03/10/2026,VENDOR 4388 PAYMENT,-3.99
03/11/2026,VENDOR 4389 PAYMENT,-281.99
03/12/2026,VENDOR 4390 PAYMENT,-403.99
03/13/2026,VENDOR 4391 PAYMENT,-246.99
03/14/2026,VENDOR 4392 PAYMENT,-203.99
03/15/2026,VENDOR 4393 PAYMENT,-378.99
03/16/2026,VENDOR 4394 PAYMENT,-437.99
03/17/2026,VENDOR 4395 PAYMENT,-131.99
03/18/2026,VENDOR 4396 PAYMENT,-474.99
03/19/2026,VENDOR 4397 PAYMENT,-244.99
03/20/2026,VENDOR 4398 PAYMENT,-438.99
03/21/2026,VENDOR 4399 PAYMENT,-27.99
03/22/2026,VENDOR 4400 PAYMENT,-107.99
03/23/2026,VENDOR 4401 PAYMENT,-252.99
03/24/2026,VENDOR 4402 PAYMENT,-303.99
03/25/2026,VENDOR 4403 PAYMENT,-342.99
03/26/2026,VENDOR 4404 PAYMENT,-236.99
03/27/2026,VENDOR 4405 PAYMENT,-420.99
03/28/2026,VENDOR 4406 PAYMENT,-337.99
03/29/2026,VENDOR 4407 PAYMENT,-11.99
03/30/2026,VENDOR 4408 PAYMENT,-375.99
03/31/2026,VENDOR 4409 PAYMENT,-470.99
04/01/2026,VENDOR 4410 PAYMENT,-384.99
04/02/2026,VENDOR 4411 PAYMENT,-209.99
04/03/2026,VENDOR 4412 PAYMENT,-148.99
04/04/2026,VENDOR 4413 PAYMENT,-429.99
04/05/2026,VENDOR 4414 PAYMENT,-7.99
04/06/2026,VENDOR 4415 PAYMENT,-153.99
04/07/2026,VENDOR 4416 PAYMENT,-127.99
04/08/2026,VENDOR 4417 PAYMENT,-451.99
04/09/2026,VENDOR 4418 PAYMENT,-246.99
04/10/2026,VENDOR 4419 PAYMENT,-313.99
04/11/2026,VENDOR 4420 PAYMENT,-225.99
04/12/2026,VENDOR 4421 PAYMENT,-58.99
04/13/2026,VENDOR 4422 PAYMENT,-36.99
04/14/2026,VENDOR 4423 PAYMENT,-251.99
04/15/2026,VENDOR 4424 PAYMENT,-403.99
04/16/2026,VENDOR 4425 PAYMENT,-440.99
04/17/2026,VENDOR 4426 PAYMENT,-439.99
04/18/2026,VENDOR 4427 PAYMENT,-93.99
04/19/2026,VENDOR 4428 PAYMENT,-255.99
04/20/2026,VENDOR 4429 PAYMENT,-479.99
04/21/2026,VENDOR 4430 PAYMENT,-396.99
04/22/2026,VENDOR 4431 PAYMENT,-283.99
04/23/2026,VENDOR 4432 PAYMENT,-99.99
04/24/2026,VENDOR 4433 PAYMENT,-356.99
04/25/2026,VENDOR 4434 PAYMENT,-315.99
04/26/2026,VENDOR 4435 PAYMENT,-432.99
04/27/2026,VENDOR 4436 PAYMENT,-187.99
04/28/2026,VENDOR 4437 PAYMENT,-292.99
04/29/2026,VENDOR 4438 PAYMENT,-258.99
04/30/2026,VENDOR 4439 PAYMENT,-48.99
05/01/2026,VENDOR 4440 PAYMENT,-276.99
05/02/2026,VENDOR 4441 PAYMENT,-436.99
05/03/2026,VENDOR 4442 PAYMENT,-87.99
05/04/2026,VENDOR 4443 PAYMENT,-66.99
05/05/2026,VENDOR 4444 PAYMENT,-92.99
05/06/2026,VENDOR 4445 PAYMENT,-422.99
05/07/2026,VENDOR 4446 PAYMENT,-104.99
05/08/2026,VENDOR 4447 PAYMENT,-343.99
05/09/2026,VENDOR 4448 PAYMENT,-378.99
05/10/2026,VENDOR 4449 PAYMENT,-404.99
05/11/2026,VENDOR 4450 PAYMENT,-440.99
05/12/2026,VENDOR 4451 PAYMENT,-385.99
05/13/2026,VENDOR 4452 PAYMENT,-286.99
05/14/2026,VENDOR 4453 PAYMENT,-200.99
05/15/2026,VENDOR 4454 PAYMENT,-196.99
05/16/2026,VENDOR 4455 PAYMENT,-139.99
05/17/2026,VENDOR 4456 PAYMENT,-306.99
05/18/2026,VENDOR 4457 PAYMENT,-460.99
05/19/2026,VENDOR 4458 PAYMENT,-183.99
05/20/2026,VENDOR 4459 PAYMENT,-371.99
05/21/2026,VENDOR 4460 PAYMENT,-160.99
05/22/2026,VENDOR 4461 PAYMENT,-120.99
05/23/2026,VENDOR 4462 PAYMENT,-124.99
05/24/2026,VENDOR 4463 PAYMENT,-234.99
05/25/2026,VENDOR 4464 PAYMENT,-21.99
05/26/2026,VENDOR 4465 PAYMENT,-177.99
05/27/2026,VENDOR 4466 PAYMENT,-40.99
05/28/2026,VENDOR 4467 PAYMENT,-191.99
05/29/2026,VENDOR 4468 PAYMENT,-436.99
05/30/2026,VENDOR 4469 PAYMENT,-344.99
05/31/2026,VENDOR 4470 PAYMENT,-198.99
06/01/2026,VENDOR 4471 PAYMENT,-252.99
06/02/2026,VENDOR 4472 PAYMENT,-456.99
06/03/2026,VENDOR 4473 PAYMENT,-72.99
06/04/2026,VENDOR 4474 PAYMENT,-182.99
06/05/2026,VENDOR 4475 PAYMENT,-68.99
06/06/2026,VENDOR 4476 PAYMENT,-236.99
06/07/2026,VENDOR 4477 PAYMENT,-132.99
06/08/2026,VENDOR 4478 PAYMENT,-251.99
06/09/2026,VENDOR 4479 PAYMENT,-348.99
06/10/2026,VENDOR 4480 PAYMENT,-73.99
06/11/2026,VENDOR 4481 PAYMENT,-349.99
06/12/2026,VENDOR 4482 PAYMENT,-433.99
06/13/2026,VENDOR 4483 PAYMENT,-99.99
06/14/2026,VENDOR 4484 PAYMENT,-56.99
06/15/2026,VENDOR 4485 PAYMENT,-485.99
06/16/2026,VENDOR 4486 PAYMENT,-431.99
06/17/2026,VENDOR 4487 PAYMENT,-235.99
06/18/2026,VENDOR 4488 PAYMENT,-315.99
06/19/2026,VENDOR 4489 PAYMENT,-83.99
06/20/2026,VENDOR 4490 PAYMENT,-231.99
06/21/2026,VENDOR 4491 PAYMENT,-389.99
06/22/2026,VENDOR 4492 PAYMENT,-82.99
06/23/2026,VENDOR 4493 PAYMENT,-246.99
06/24/2026,VENDOR 4494 PAYMENT,-245.99
06/25/2026,VENDOR 4495 PAYMENT,-36.99
06/26/2026,VENDOR 4496 PAYMENT,-94.99
06/27/2026,VENDOR 4497 PAYMENT,-159.99
06/28/2026,VENDOR 4498 PAYMENT,-19.99
06/29/2026,VENDOR 4499 PAYMENT,-134.99
01/01/2026,VENDOR 4500 PAYMENT,-251.99
01/02/2026,VENDOR 4501 PAYMENT,-368.99
01/03/2026,VENDOR 4502 PAYMENT,-129.99
01/04/2026,VENDOR 4503 PAYMENT,-367.99
01/05/2026,VENDOR 4504 PAYMENT,-170.99
01/06/2026,VENDOR 4505 PAYMENT,-164.99
01/07/2026,VENDOR 4506 PAYMENT,-360.99
01/08/2026,VENDOR 4507 PAYMENT,-169.99
01/09/2026,VENDOR 4508 PAYMENT,-242.99
01/10/2026,VENDOR 4509 PAYMENT,-110.99
01/11/2026,VENDOR 4510 PAYMENT,-177.99
01/12/2026,VENDOR 4511 PAYMENT,-295.99
01/13/2026,VENDOR 4512 PAYMENT,-223.99
01/14/2026,VENDOR 4513 PAYMENT,-169.99
01/15/2026,VENDOR 4514 PAYMENT,-24.99
01/16/2026,VENDOR 4515 PAYMENT,-65.99
01/17/2026,VENDOR 4516 PAYMENT,-166.99
01/18/2026,VENDOR 4517 PAYMENT,-235.99
01/19/2026,VENDOR 4518 PAYMENT,-212.99
01/20/2026,VENDOR 4519 PAYMENT,-208.99
01/21/2026,VENDOR 4520 PAYMENT,-283.99
01/22/2026,VENDOR 4521 PAYMENT,-451.99
01/23/2026,VENDOR 4522 PAYMENT,-319.99
01/24/2026,VENDOR 4523 PAYMENT,-238.99
01/25/2026,VENDOR 4524 PAYMENT,-376.99
01/26/2026,VENDOR 4525 PAYMENT,-229.99
01/27/2026,VENDOR 4526 PAYMENT,-229.99
01/28/2026,VENDOR 4527 PAYMENT,-418.99
01/29/2026,VENDOR 4528 PAYMENT,-335.99
01/30/2026,VENDOR 4529 PAYMENT,-77.99
01/31/2026,VENDOR 4530 PAYMENT,-24.99
02/01/2026,VENDOR 4531 PAYMENT,-363.99
02/02/2026,VENDOR 4532 PAYMENT,-485.99
02/03/2026,VENDOR 4533 PAYMENT,-379.99
02/04/2026,VENDOR 4534 PAYMENT,-68.99
02/05/2026,VENDOR 4535 PAYMENT,-370.99
02/06/2026,VENDOR 4536 PAYMENT,-466.99
02/07/2026,VENDOR 4537 PAYMENT,-404.99
02/08/2026,VENDOR 4538 PAYMENT,-280.99
02/09/2026,VENDOR 4539 PAYMENT,-188.99
02/10/2026,VENDOR 4540 PAYMENT,-10.99
02/11/2026,VENDOR 4541 PAYMENT,-61.99
02/12/2026,VENDOR 4542 PAYMENT,-354.99
02/13/2026,VENDOR 4543 PAYMENT,-271.99
02/14/2026,VENDOR 4544 PAYMENT,-336.99
02/15/2026,VENDOR 4545 PAYMENT,-28.99
02/16/2026,VENDOR 4546 PAYMENT,-245.99
02/17/2026,VENDOR 4547 PAYMENT,-38.99
02/18/2026,VENDOR 4548 PAYMENT,-397.99
02/19/2026,VENDOR 4549 PAYMENT,-83.99
02/20/2026,VENDOR 4550 PAYMENT,-332.99
02/21/2026,VENDOR 4551 PAYMENT,-9.99
02/22/2026,VENDOR 4552 PAYMENT,-328.99
02/23/2026,VENDOR 4553 PAYMENT,-32.99
02/24/2026,VENDOR 4554 PAYMENT,-308.99
02/25/2026,VENDOR 4555 PAYMENT,-497.99
02/26/2026,VENDOR 4556 PAYMENT,-235.99
02/27/2026,VENDOR 4557 PAYMENT,-354.99
02/28/2026,VENDOR 4558 PAYMENT,-21.99
03/01/2026,VENDOR 4559 PAYMENT,-102.99
03/02/2026,VENDOR 4560 PAYMENT,-283.99
03/03/2026,VENDOR 4561 PAYMENT,-130.99
03/04/2026,VENDOR 4562 PAYMENT,-9.99
03/05/2026,VENDOR 4563 PAYMENT,-483.99
03/06/2026,VENDOR 4564 PAYMENT,-74.99
03/07/2026,VENDOR 4565 PAYMENT,-78.99
03/08/2026,VENDOR 4566 PAYMENT,-241.99
03/09/2026,VENDOR 4567 PAYMENT,-360.99
03/10/2026,VENDOR 4568 PAYMENT,-409.99
03/11/2026,VENDOR 4569 PAYMENT,-360.99
03/12/2026,VENDOR 4570 PAYMENT,-391.99
03/13/2026,VENDOR 4571 PAYMENT,-182.99
03/14/2026,VENDOR 4572 PAYMENT,-29.99
03/15/2026,VENDOR 4573 PAYMENT,-259.99
03/16/2026,VENDOR 4574 PAYMENT,-480.99
03/17/2026,VENDOR 4575 PAYMENT,-442.99
03/18/2026,VENDOR 4576 PAYMENT,-101.99
03/19/2026,VENDOR 4577 PAYMENT,-362.99
03/20/2026,VENDOR 4578 PAYMENT,-318.99
03/21/2026,VENDOR 4579 PAYMENT,-404.99
03/22/2026,VENDOR 4580 PAYMENT,-214.99
03/23/2026,VENDOR 4581 PAYMENT,-469.99
03/24/2026,VENDOR 4582 PAYMENT,-2.99
03/25/2026,VENDOR 4583 PAYMENT,-394.99
03/26/2026,VENDOR 4584 PAYMENT,-286.99
03/27/2026,VENDOR 4585 PAYMENT,-426.99
03/28/2026,VENDOR 4586 PAYMENT,-263.99
03/29/2026,VENDOR 4587 PAYMENT,-23.99
03/30/2026,VENDOR 4588 PAYMENT,-239.99
03/31/2026,VENDOR 4589 PAYMENT,-77.99
04/01/2026,VENDOR 4590 PAYMENT,-128.99
04/02/2026,VENDOR 4591 PAYMENT,-489.99
04/03/2026,VENDOR 4592 PAYMENT,-228.99
04/04/2026,VENDOR 4593 PAYMENT,-409.99
04/05/2026,VENDOR 4594 PAYMENT,-56.99
04/06/2026,VENDOR 4595 PAYMENT,-86.99
04/07/2026,VENDOR 4596 PAYMENT,-111.99
04/08/2026,VENDOR 4597 PAYMENT,-255.99
04/09/2026,VENDOR 4598 PAYMENT,-222.99
04/10/2026,VENDOR 4599 PAYMENT,-468.99
04/11/2026,VENDOR 4600 PAYMENT,-480.99
04/12/2026,VENDOR 4601 PAYMENT,-238.99
04/13/2026,VENDOR 4602 PAYMENT,-206.99
04/14/2026,VENDOR 4603 PAYMENT,-467.99
04/15/2026,VENDOR 4604 PAYMENT,-185.99
04/16/2026,VENDOR 4605 PAYMENT,-143.99
04/17/2026,VENDOR 4606 PAYMENT,-282.99
04/18/2026,VENDOR 4607 PAYMENT,-364.99
04/19/2026,VENDOR 4608 PAYMENT,-21.99
04/20/2026,VENDOR 4609 PAYMENT,-227.99
04/21/2026,VENDOR 4610 PAYMENT,-410.99
04/22/2026,VENDOR 4611 PAYMENT,-167.99
04/23/2026,VENDOR 4612 PAYMENT,-470.99
04/24/2026,VENDOR 4613 PAYMENT,-462.99
04/25/2026,VENDOR 4614 PAYMENT,-166.99
04/26/2026,VENDOR 4615 PAYMENT,-80.99
04/27/2026,VENDOR 4616 PAYMENT,-110.99
04/28/2026,VENDOR 4617 PAYMENT,-407.99
04/29/2026,VENDOR 4618 PAYMENT,-144.99
04/30/2026,VENDOR 4619 PAYMENT,-443.99
05/01/2026,VENDOR 4620 PAYMENT,-208.99
05/02/2026,VENDOR 4621 PAYMENT,-315.99
05/03/2026,VENDOR 4622 PAYMENT,-450.99
05/04/2026,VENDOR 4623 PAYMENT,-177.99
05/05/2026,VENDOR 4624 PAYMENT,-422.99
05/06/2026,VENDOR 4625 PAYMENT,-196.99
05/07/2026,VENDOR 4626 PAYMENT,-190.99
05/08/2026,VENDOR 4627 PAYMENT,-441.99
05/09/2026,VENDOR 4628 PAYMENT,-324.99
05/10/2026,VENDOR 4629 PAYMENT,-147.99
05/11/2026,VENDOR 4630 PAYMENT,-482.99
05/12/2026,VENDOR 4631 PAYMENT,-330.99
05/13/2026,VENDOR 4632 PAYMENT,-133.99
05/14/2026,VENDOR 4633 PAYMENT,-2.99
05/15/2026,VENDOR 4634 PAYMENT,-50.99
05/16/2026,VENDOR 4635 PAYMENT,-67.99
05/17/2026,VENDOR 4636 PAYMENT,-204.99
05/18/2026,VENDOR 4637 PAYMENT,-212.99
05/19/2026,VENDOR 4638 PAYMENT,-426.99
05/20/2026,VENDOR 4639 PAYMENT,-188.99
05/21/2026,VENDOR 4640 PAYMENT,-297.99
05/22/2026,VENDOR 4641 PAYMENT,-110.99
05/23/2026,VENDOR 4642 PAYMENT,-68.99
05/24/2026,VENDOR 4643 PAYMENT,-64.99
05/25/2026,VENDOR 4644 PAYMENT,-368.99
05/26/2026,VENDOR 4645 PAYMENT,-319.99
05/27/2026,VENDOR 4646 PAYMENT,-46.99
05/28/2026,VENDOR 4647 PAYMENT,-396.99
05/29/2026,VENDOR 4648 PAYMENT,-27.99
05/30/2026,VENDOR 4649 PAYMENT,-322.99
05/31/2026,VENDOR 4650 PAYMENT,-233.99
06/01/2026,VENDOR 4651 PAYMENT,-316.99
06/02/2026,VENDOR 4652 PAYMENT,-263.99
06/03/2026,VENDOR 4653 PAYMENT,-498.99
06/04/2026,VENDOR 4654 PAYMENT,-116.99
06/05/2026,VENDOR 4655 PAYMENT,-466.99
06/06/2026,VENDOR 4656 PAYMENT,-299.99
06/07/2026,VENDOR 4657 PAYMENT,-286.99
06/08/2026,VENDOR 4658 PAYMENT,-101.99
06/09/2026,VENDOR 4659 PAYMENT,-135.99
06/10/2026,VENDOR 4660 PAYMENT,-439.99
06/11/2026,VENDOR 4661 PAYMENT,-125.99
06/12/2026,VENDOR 4662 PAYMENT,-63.99
06/13/2026,VENDOR 4663 PAYMENT,-312.99
06/14/2026,VENDOR 4664 PAYMENT,-195.99
06/15/2026,VENDOR 4665 PAYMENT,-402.99
06/16/2026,VENDOR 4666 PAYMENT,-239.99
06/17/2026,VENDOR 4667 PAYMENT,-482.99
06/18/2026,VENDOR 4668 PAYMENT,-354.99
06/19/2026,VENDOR 4669 PAYMENT,-254.99
06/20/2026,VENDOR 4670 PAYMENT,-133.99
06/21/2026,VENDOR 4671 PAYMENT,-29.99
06/22/2026,VENDOR 4672 PAYMENT,-404.99
06/23/2026,VENDOR 4673 PAYMENT,-147.99
06/24/2026,VENDOR 4674 PAYMENT,-158.99
06/25/2026,VENDOR 4675 PAYMENT,-216.99
06/26/2026,VENDOR 4676 PAYMENT,-210.99
06/27/2026,VENDOR 4677 PAYMENT,-22.99
06/28/2026,VENDOR 4678 PAYMENT,-205.99
06/29/2026,VENDOR 4679 PAYMENT,-481.99
01/01/2026,VENDOR 4680 PAYMENT,-465.99
01/02/2026,VENDOR 4681 PAYMENT,-393.99
01/03/2026,VENDOR 4682 PAYMENT,-339.99
01/04/2026,VENDOR 4683 PAYMENT,-8.99
01/05/2026,VENDOR 4684 PAYMENT,-462.99
01/06/2026,VENDOR 4685 PAYMENT,-262.99
01/07/2026,VENDOR 4686 PAYMENT,-197.99
01/08/2026,VENDOR 4687 PAYMENT,-489.99
01/09/2026,VENDOR 4688 PAYMENT,-15.99
01/10/2026,VENDOR 4689 PAYMENT,-145.99
01/11/2026,VENDOR 4690 PAYMENT,-83.99
01/12/2026,VENDOR 4691 PAYMENT,-495.99
01/13/2026,VENDOR 4692 PAYMENT,-229.99
01/14/2026,VENDOR 4693 PAYMENT,-151.99
01/15/2026,VENDOR 4694 PAYMENT,-242.99
01/16/2026,VENDOR 4695 PAYMENT,-93.99
01/17/2026,VENDOR 4696 PAYMENT,-271.99
01/18/2026,VENDOR 4697 PAYMENT,-103.99
01/19/2026,VENDOR 4698 PAYMENT,-160.99
01/20/2026,VENDOR 4699 PAYMENT,-117.99
01/21/2026,VENDOR 4700 PAYMENT,-433.99
01/22/2026,VENDOR 4701 PAYMENT,-451.99
01/23/2026,VENDOR 4702 PAYMENT,-111.99
01/24/2026,VENDOR 4703 PAYMENT,-206.99
01/25/2026,VENDOR 4704 PAYMENT,-302.99
01/26/2026,VENDOR 4705 PAYMENT,-470.99
01/27/2026,VENDOR 4706 PAYMENT,-207.99
01/28/2026,VENDOR 4707 PAYMENT,-347.99
01/29/2026,VENDOR 4708 PAYMENT,-245.99
01/30/2026,VENDOR 4709 PAYMENT,-198.99
01/31/2026,VENDOR 4710 PAYMENT,-90.99
02/01/2026,VENDOR 4711 PAYMENT,-208.99
02/02/2026,VENDOR 4712 PAYMENT,-209.99
02/03/2026,VENDOR 4713 PAYMENT,-393.99
02/04/2026,VENDOR 4714 PAYMENT,-117.99
02/05/2026,VENDOR 4715 PAYMENT,-307.99
02/06/2026,VENDOR 4716 PAYMENT,-85.99
02/07/2026,VENDOR 4717 PAYMENT,-135.99
02/08/2026,VENDOR 4718 PAYMENT,-301.99
02/09/2026,VENDOR 4719 PAYMENT,-395.99
02/10/2026,VENDOR 4720 PAYMENT,-364.99
02/11/2026,VENDOR 4721 PAYMENT,-75.99
02/12/2026,VENDOR 4722 PAYMENT,-244.99
02/13/2026,VENDOR 4723 PAYMENT,-133.99
02/14/2026,VENDOR 4724 PAYMENT,-421.99
02/15/2026,VENDOR 4725 PAYMENT,-258.99
02/16/2026,VENDOR 4726 PAYMENT,-110.99
02/17/2026,VENDOR 4727 PAYMENT,-479.99
02/18/2026,VENDOR 4728 PAYMENT,-400.99
02/19/2026,VENDOR 4729 PAYMENT,-482.99
02/20/2026,VENDOR 4730 PAYMENT,-468.99
02/21/2026,VENDOR 4731 PAYMENT,-55.99
02/22/2026,VENDOR 4732 PAYMENT,-246.99
02/23/2026,VENDOR 4733 PAYMENT,-116.99
02/24/2026,VENDOR 4734 PAYMENT,-247.99
02/25/2026,VENDOR 4735 PAYMENT,-469.99
02/26/2026,VENDOR 4736 PAYMENT,-227.99
02/27/2026,VENDOR 4737 PAYMENT,-92.99
02/28/2026,VENDOR 4738 PAYMENT,-137.99
03/01/2026,VENDOR 4739 PAYMENT,-218.99
03/02/2026,VENDOR 4740 PAYMENT,-436.99
03/03/2026,VENDOR 4741 PAYMENT,-362.99
03/04/2026,VENDOR 4742 PAYMENT,-369.99
03/05/2026,VENDOR 4743 PAYMENT,-109.99
03/06/2026,VENDOR 4744 PAYMENT,-470.99
03/07/2026,VENDOR 4745 PAYMENT,-122.99
03/08/2026,VENDOR 4746 PAYMENT,-433.99
03/09/2026,VENDOR 4747 PAYMENT,-131.99
03/10/2026,VENDOR 4748 PAYMENT,-11.99
03/11/2026,VENDOR 4749 PAYMENT,-259.99
03/12/2026,VENDOR 4750 PAYMENT,-37.99
03/13/2026,VENDOR 4751 PAYMENT,-89.99
03/14/2026,VENDOR 4752 PAYMENT,-326.99
03/15/2026,VENDOR 4753 PAYMENT,-258.99
03/16/2026,VENDOR 4754 PAYMENT,-194.99
03/17/2026,VENDOR 4755 PAYMENT,-84.99
03/18/2026,VENDOR 4756 PAYMENT,-19.99
03/19/2026,VENDOR 4757 PAYMENT,-343.99
03/20/2026,VENDOR 4758 PAYMENT,-374.99
03/21/2026,VENDOR 4759 PAYMENT,-321.99
03/22/2026,VENDOR 4760 PAYMENT,-12.99
03/23/2026,VENDOR 4761 PAYMENT,-343.99
03/24/2026,VENDOR 4762 PAYMENT,-215.99
03/25/2026,VENDOR 4763 PAYMENT,-342.99
03/26/2026,VENDOR 4764 PAYMENT,-277.99
03/27/2026,VENDOR 4765 PAYMENT,-48.99
03/28/2026,VENDOR 4766 PAYMENT,-240.99
03/29/2026,VENDOR 4767 PAYMENT,-474.99
03/30/2026,VENDOR 4768 PAYMENT,-336.99
03/31/2026,VENDOR 4769 PAYMENT,-175.99
